Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q03265	1	ATPA_MOUSE	reviewed	"ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)"	Atp5f1a Atp5a1	Mus musculus (Mouse)	553
Q3V3N7	1	BBS1_MOUSE	reviewed	Bardet-Biedl syndrome 1 protein homolog	Bbs1	Mus musculus (Mouse)	593
C6KI89	1	CTSG2_MOUSE	reviewed	Cation channel sperm-associated auxiliary subunit gamma 2	Catsperg2 Catsperg	Mus musculus (Mouse)	1145
P70658	1	CXCR4_MOUSE	reviewed	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (Fusin) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Pre-B-cell-derived chemokine receptor) (PB-CKR) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	Cxcr4 Cmkar4 Lestr Sdf1r	Mus musculus (Mouse)	359
Q91ZR5	1	CTSR1_MOUSE	reviewed	Cation channel sperm-associated protein 1 (CatSper1)	Catsper1	Mus musculus (Mouse)	686
A2ARP9	1	CTSR2_MOUSE	reviewed	Cation channel sperm-associated protein 2 (CatSper2)	Catsper2	Mus musculus (Mouse)	588
Q80W99	1	CTSR3_MOUSE	reviewed	Cation channel sperm-associated protein 3 (CatSper3)	Catsper3	Mus musculus (Mouse)	395
Q8BVN3	1	CTSR4_MOUSE	reviewed	Cation channel sperm-associated protein 4 (CatSper4)	Catsper4	Mus musculus (Mouse)	442
Q04683	1	CXCR5_MOUSE	reviewed	C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1 homolog) (CD antigen CD185)	Cxcr5 Blr1 Gpcr6	Mus musculus (Mouse)	374
A2RTF1	1	CTSRB_MOUSE	reviewed	Cation channel sperm-associated auxiliary subunit beta (CatSper-beta)	Catsperb	Mus musculus (Mouse)	1109
Q9EQ16	1	CXCR6_MOUSE	reviewed	C-X-C chemokine receptor type 6 (CXC-R6) (CXCR-6) (CD antigen CD186)	Cxcr6	Mus musculus (Mouse)	351
E9Q9F6	1	CTSRD_MOUSE	reviewed	Cation channel sperm-associated auxiliary subunit delta (CatSper-delta) (CatSperdelta) (Transmembrane protein 146)	Catsperd Tmem146	Mus musculus (Mouse)	805
Q80T79	1	CSMD3_MOUSE	reviewed	CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)	Csmd3 Kiaa1894	Mus musculus (Mouse)	3707
Q8VHY0	1	CSPG4_MOUSE	reviewed	Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Proteoglycan AN2)	Cspg4 An2 Kiaa4232 Ng2	Mus musculus (Mouse)	2327
Q71M36	1	CSPG5_MOUSE	reviewed	Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C)	Cspg5 Caleb Ngc	Mus musculus (Mouse)	566
P51675	1	CCR1_MOUSE	reviewed	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	Ccr1 Cmkbr1	Mus musculus (Mouse)	355
P11610	1	CD1D2_MOUSE	reviewed	Antigen-presenting glycoprotein CD1d2 (CD antigen CD1d.2)	Cd1d2 Cd1.2	Mus musculus (Mouse)	336
Q8BHB9	1	CLIC6_MOUSE	reviewed	Chloride intracellular channel protein 6	Clic6	Mus musculus (Mouse)	596
Q9D7U6	1	CLD22_MOUSE	reviewed	Claudin-22	Cldn22	Mus musculus (Mouse)	220
Q61330	1	CNTN2_MOUSE	reviewed	Contactin-2 (Axonal glycoprotein TAG-1) (Axonin-1) (Transient axonal glycoprotein 1) (TAX-1)	Cntn2 Tax	Mus musculus (Mouse)	1040
Q8K440	1	ABC8B_MOUSE	reviewed	ABC-type organic anion transporter ABCA8B (EC 7.6.2.-) (ATP-binding cassette sub-family A member 8B)	Abca8b Abca8 Kiaa0822	Mus musculus (Mouse)	1620
P04760	1	ACHG_MOUSE	reviewed	Acetylcholine receptor subunit gamma	Chrng Acrg	Mus musculus (Mouse)	519
Q7TMS5	1	ABCG2_MOUSE	reviewed	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein 1 homolog) (Urate exporter) (CD antigen CD338)	Abcg2 Abcp Bcrp1	Mus musculus (Mouse)	657
Q9ERZ3	1	ACM3_MOUSE	reviewed	Muscarinic acetylcholine receptor M3 (Mm3 mAChR)	Chrm3 Chrm-3	Mus musculus (Mouse)	589
O54798	1	BRS3_MOUSE	reviewed	Bombesin receptor subtype-3 (BRS-3)	Brs3	Mus musculus (Mouse)	399
Q76MZ3	1	2AAA_MOUSE	reviewed	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha)	Ppp2r1a	Mus musculus (Mouse)	589
Q8R0I0	1	ACE2_MOUSE	reviewed	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (EC 3.4.17.-) [Cleaved into: Processed angiotensin-converting enzyme 2]	Ace2	Mus musculus (Mouse)	805
Q8VCV1	1	AB17C_MOUSE	reviewed	Alpha/beta hydrolase domain-containing protein 17C (Abhydrolase domain-containing protein 17C) (EC 3.1.2.22)	Abhd17c	Mus musculus (Mouse)	320
Q80TT2	1	BAIP3_MOUSE	reviewed	BAI1-associated protein 3 (BAP3) (Brain-specific angiogenesis inhibitor I-associated protein 3) (Baiap3)	Baiap3 Gm937 Kiaa0734	Mus musculus (Mouse)	1134
P35991	1	BTK_MOUSE	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase) (Kinase EMB)	Btk Bpk	Mus musculus (Mouse)	659
P15535	1	B4GT1_MOUSE	reviewed	"Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]"	B4galt1 Ggtb Ggtb2	Mus musculus (Mouse)	399
Q60612	1	AA1R_MOUSE	reviewed	Adenosine receptor A1	Adora1	Mus musculus (Mouse)	326
Q60614	1	AA2BR_MOUSE	reviewed	Adenosine receptor A2b	Adora2b	Mus musculus (Mouse)	332
P18572	1	BASI_MOUSE	reviewed	Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147)	Bsg	Mus musculus (Mouse)	389
Q3V3Z3	1	AGRG5_MOUSE	reviewed	Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27)	Adgrg5 Gm1109 Gpr114 Pgr27	Mus musculus (Mouse)	524
Q6F3F9	1	AGRG6_MOUSE	reviewed	Adhesion G-protein coupled receptor G6 (Developmentally regulated G-protein-coupled receptor) (G-protein coupled receptor 126) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)]	Adgrg6 Dreg Gm222 Gpr126	Mus musculus (Mouse)	1165
Q3UHD1	1	AGRB1_MOUSE	reviewed	Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-120 (Vstat120); Vasculostatin-40 (Vstat-40)]	Adgrb1 Bai1	Mus musculus (Mouse)	1582
Q80ZF8	1	AGRB3_MOUSE	reviewed	Adhesion G protein-coupled receptor B3 (Brain-specific angiogenesis inhibitor 3)	Adgrb3 Bai3	Mus musculus (Mouse)	1522
Q07456	1	AMBP_MOUSE	reviewed	Protein AMBP [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (HI-30); Trypstatin]	Ambp Itil	Mus musculus (Mouse)	349
P29754	1	AGTRA_MOUSE	reviewed	Type-1A angiotensin II receptor (Angiotensin II type-1A receptor) (AT1A)	Agtr1a Agtr1	Mus musculus (Mouse)	359
Q9D8B1	1	AIG1_MOUSE	reviewed	Androgen-induced gene 1 protein (AIG-1) (Fatty acid esters of hydroxy fatty acids hydrolase AIG1) (FAHFA hydrolase AIG1) (EC 3.1.-.-)	Aig1	Mus musculus (Mouse)	238
Q9QY96	1	CASR_MOUSE	reviewed	Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1)	Casr Gprc2a	Mus musculus (Mouse)	1079
Q7TPR4	1	ACTN1_MOUSE	reviewed	Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)	Actn1	Mus musculus (Mouse)	892
P06797	1	CATL1_MOUSE	reviewed	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) (p39 cysteine proteinase) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	Ctsl Ctsl1	Mus musculus (Mouse)	334
Q80UG6	1	ALKL2_MOUSE	reviewed	ALK and LTK ligand 2	Alkal2 Fam150b	Mus musculus (Mouse)	151
Q9JII6	1	AK1A1_MOUSE	reviewed	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	Akr1a1 Akr1a4	Mus musculus (Mouse)	325
O35598	1	ADA10_MOUSE	reviewed	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	Adam10 Kuz Madm	Mus musculus (Mouse)	749
Q80VQ0	1	AL3B1_MOUSE	reviewed	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7) (Aldehyde dehydrogenase 7)	Aldh3b1 Aldh7	Mus musculus (Mouse)	468
O88444	1	ADCY1_MOUSE	reviewed	Adenylate cyclase type 1 (EC 4.6.1.1) (ATP pyrophosphate-lyase 1) (Adenylate cyclase type I) (Adenylyl cyclase 1) (Ca(2+)/calmodulin-activated adenylyl cyclase)	Adcy1	Mus musculus (Mouse)	1118
Q9QYC0	1	ADDA_MOUSE	reviewed	Alpha-adducin (Erythrocyte adducin subunit alpha)	Add1	Mus musculus (Mouse)	735
Q91XE4	1	ACY3_MOUSE	reviewed	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase III) (AAIII) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1)	Acy3 Aspa2	Mus musculus (Mouse)	318
Q3UHL1	1	CAMKV_MOUSE	reviewed	CaM kinase-like vesicle-associated protein	Camkv	Mus musculus (Mouse)	512
Q8CC27	1	CACB2_MOUSE	reviewed	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2)	Cacnb2 Cacnlb2	Mus musculus (Mouse)	655
G5E8K5	1	ANK3_MOUSE	reviewed	Ankyrin-3 (ANK-3) (Ankyrin-G)	Ank3	Mus musculus (Mouse)	1961
Q8R5G7	1	ARAP3_MOUSE	reviewed	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3 (Centaurin-delta-3) (Cnt-d3) (Dual specificity Rho- and Arf-GTPase-activating protein 1)"	Arap3 Centd3 Drag1 Kiaa4097	Mus musculus (Mouse)	1538
Q3U128	1	APCD1_MOUSE	reviewed	Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein homolog)	Apcdd1 Drapc1	Mus musculus (Mouse)	514
Q5U462	1	CDCP1_MOUSE	reviewed	CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Transmembrane and associated with src kinases) (CD antigen CD318)	Cdcp1	Mus musculus (Mouse)	833
Q8K211	1	COPT1_MOUSE	reviewed	High affinity copper uptake protein 1 (Copper transporter 1) (CTR1) (Solute carrier family 31 member 1)	Slc31a1	Mus musculus (Mouse)	196
P14234	1	FGR_MOUSE	reviewed	Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Proto-oncogene c-Fgr) (p55-Fgr)	Fgr	Mus musculus (Mouse)	517
P49582	1	ACHA7_MOUSE	reviewed	Neuronal acetylcholine receptor subunit alpha-7	Chrna7 Acra7	Mus musculus (Mouse)	502
Q8R493	1	ACHB4_MOUSE	reviewed	Neuronal acetylcholine receptor subunit beta-4	Chrnb4 Acrb4	Mus musculus (Mouse)	495
Q9DC29	1	ABCB6_MOUSE	reviewed	ATP-binding cassette sub-family B member 6 (ABC-type heme transporter ABCB6) (EC 7.6.2.5)	Abcb6	Mus musculus (Mouse)	842
Q02284	1	5HT1F_MOUSE	reviewed	5-hydroxytryptamine receptor 1F (5-HT-1F) (5-HT1F) (5-HT-1E-beta) (Serotonin receptor 1F)	Htr1f 5ht1f Htr1eb	Mus musculus (Mouse)	366
Q02152	1	5HT2B_MOUSE	reviewed	5-hydroxytryptamine receptor 2B (5-HT-2B) (5-HT2B) (5-HT-2F) (NP75 protein) (Serotonin receptor 2B)	Htr2b	Mus musculus (Mouse)	479
P34968	1	5HT2C_MOUSE	reviewed	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	Htr2c 5ht1c Htr1c	Mus musculus (Mouse)	459
P10852	1	4F2_MOUSE	reviewed	4F2 cell-surface antigen heavy chain (4F2hc) (Solute carrier family 3 member 2) (CD antigen CD98)	Slc3a2 Mdu1	Mus musculus (Mouse)	526
G5E8Q8	1	AGRF5_MOUSE	reviewed	Adhesion G protein-coupled receptor F5 (G-protein coupled receptor 116)	Adgrf5 Gpr116	Mus musculus (Mouse)	1348
Q8K209	1	AGRG1_MOUSE	reviewed	Adhesion G-protein coupled receptor G1 (G-protein coupled receptor 56) (Serpentine receptor cyt28) [Cleaved into: ADGRG1 N-terminal fragment (ADGRG1 NT) (GPR56 N-terminal fragment) (GPR56 NT) (GPR56(N)) (GPR56 extracellular subunit) (GPR56 subunit alpha); ADGRG1 C-terminal fragment (ADGRG1-CT) (GPR56 C-terminal fragment) (GPR56 CT) (GPR56(C)) (GPR56 seven-transmembrane subunit) (GPR56 7TM) (GPR56 subunit beta)]	Adgrg1 Cyt28 Gpr56	Mus musculus (Mouse)	687
A2ASQ1	1	AGRIN_MOUSE	reviewed	Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]	Agrn Agrin	Mus musculus (Mouse)	1950
P31750	1	AKT1_MOUSE	reviewed	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (AKT1 kinase) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha) (Thymoma viral proto-oncogene)	Akt1 Akt Rac	Mus musculus (Mouse)	480
Q8CGM1	1	AGRB2_MOUSE	reviewed	Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2)	Adgrb2 Bai2	Mus musculus (Mouse)	1561
Q64362	1	AKTIP_MOUSE	reviewed	AKT-interacting protein (FT1) (Fused toes protein)	Aktip Fif Ft1 Fts	Mus musculus (Mouse)	292
A2ALI5	1	AJAP1_MOUSE	reviewed	Adherens junction-associated protein 1	Ajap1 Gm573	Mus musculus (Mouse)	412
A2AJA9	1	AJM1_MOUSE	reviewed	Apical junction component 1 homolog	Ajm1 Gm996	Mus musculus (Mouse)	974
Q91XC0	1	AJUBA_MOUSE	reviewed	LIM domain-containing protein ajuba	Ajuba Jub	Mus musculus (Mouse)	547
J3QPP8	1	ALKL1_MOUSE	reviewed	ALK and LTK ligand 1 (Augmentor beta) (AUG-beta)	Alkal1 Fam150a	Mus musculus (Mouse)	127
Q6EDY6	1	CARL1_MOUSE	reviewed	"F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (CARML1) (Leucine-rich repeat-containing protein 16A)"	Carmil1 Carmil Lrrc16 Lrrc16a	Mus musculus (Mouse)	1374
Q9QYB8	1	ADDB_MOUSE	reviewed	Beta-adducin (Add97) (Erythrocyte adducin subunit beta)	Add2	Mus musculus (Mouse)	725
Q9Z0F8	1	ADA17_MOUSE	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	Adam17 Tace	Mus musculus (Mouse)	827
Q9QYB5	1	ADDG_MOUSE	reviewed	Gamma-adducin (Adducin-like protein 70)	Add3 Addl	Mus musculus (Mouse)	706
P29452	1	CASP1_MOUSE	reviewed	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	Casp1 Il1bc	Mus musculus (Mouse)	402
Q01338	1	ADA2A_MOUSE	reviewed	Alpha-2A adrenergic receptor (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	Adra2a	Mus musculus (Mouse)	465
P51830	1	ADCY9_MOUSE	reviewed	Adenylate cyclase type 9 (EC 4.6.1.1) (ATP pyrophosphate-lyase 9) (Adenylate cyclase type IX) (Adenylyl cyclase 9) (AC9) (Adenylyl cyclase type 10) (ACTP10)	Adcy9	Mus musculus (Mouse)	1353
Q91WF3	1	ADCY4_MOUSE	reviewed	Adenylate cyclase type 4 (EC 4.6.1.1) (ATP pyrophosphate-lyase 4) (Adenylate cyclase type IV) (Adenylyl cyclase 4)	Adcy4	Mus musculus (Mouse)	1077
Q6X1Y6	1	ASIC3_MOUSE	reviewed	Acid-sensing ion channel 3 (ASIC3) (Amiloride-sensitive cation channel 3) (Dorsal root ASIC) (DRASIC)	Asic3 Accn3 Drasic	Mus musculus (Mouse)	530
Q9D2Z1	1	CEA20_MOUSE	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 20	Ceacam20	Mus musculus (Mouse)	577
Q3UKK2	1	CEAM5_MOUSE	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 5 (Pregnancy-specific glycoprotein 30)	Ceacam5 Psg30	Mus musculus (Mouse)	947
P14094	1	AT1B1_MOUSE	reviewed	Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1)	Atp1b1 Atp4b	Mus musculus (Mouse)	304
Q5RJH3	1	CAD12_MOUSE	reviewed	Cadherin-12	Cdh12	Mus musculus (Mouse)	794
P54754	1	EPHB3_MOUSE	reviewed	Ephrin type-B receptor 3 (EC 2.7.10.1) (Developmental kinase 5) (mDK-5) (Tyrosine-protein kinase receptor SEK-4)	Ephb3 Etk2 Mdk5 Sek4	Mus musculus (Mouse)	993
Q60934	1	GRIK1_MOUSE	reviewed	"Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)"	Grik1 Glur5	Mus musculus (Mouse)	836
Q3TIW9	1	ENPP7_MOUSE	reviewed	Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase)	Enpp7	Mus musculus (Mouse)	439
Q9QYS2	1	GRM3_MOUSE	reviewed	Metabotropic glutamate receptor 3 (mGluR3)	Grm3 Gprc1c Mglur3	Mus musculus (Mouse)	879
Q68EF4	1	GRM4_MOUSE	reviewed	Metabotropic glutamate receptor 4 (mGluR4)	Grm4 Gprc1d Mglur4	Mus musculus (Mouse)	912
Q2KHK6	1	GSDC2_MOUSE	reviewed	"Gasdermin-C2 [Cleaved into: Gasdermin-C2, N-terminal (GSDMC2-NT); Gasdermin-C2, C-terminal (GSDMC2-CT)]"	Gsdmc2	Mus musculus (Mouse)	480
Q8CB12	1	GSDC3_MOUSE	reviewed	"Gasdermin-C3 [Cleaved into: Gasdermin-C3, N-terminal (GSDMC3-NT); Gasdermin-C3, C-terminal (GSDMC3-CT)]"	Gsdmc3	Mus musculus (Mouse)	480
Q3TR54	1	GSDC4_MOUSE	reviewed	"Gasdermin-C4 [Cleaved into: Gasdermin-C4, N-terminal (GSDMC4-NT); Gasdermin-C4, C-terminal (GSDMC4-CT)]"	Gsdmc4	Mus musculus (Mouse)	480
Q9EST1	1	GSDMA_MOUSE	reviewed	"Gasdermin-A (Gasdermin-1) (Gasdermin-A1) [Cleaved into: Gasdermin-A, N-terminal (GSDMA-NT); Gasdermin-A, C-terminal (GSDMA-CT)]"	Gsdma Gsdm Gsdm1 Gsdma1	Mus musculus (Mouse)	446
Q99NB5	1	GSDMC_MOUSE	reviewed	"Gasdermin-C (Gasdermin-C1) (Melanoma-derived leucine zipper-containing extranuclear factor) (mMLZE) [Cleaved into: Gasdermin-C, N-terminal (GSDMC-NT); Gasdermin-C, C-terminal (GSDMC-CT)]"	Gsdmc Gsdmc1 Mlze	Mus musculus (Mouse)	468
Q9D8T2	1	GSDMD_MOUSE	reviewed	"Gasdermin-D (Gasdermin domain-containing protein 1) [Cleaved into: Gasdermin-D, N-terminal (GSDMD-NT) (mGSDMD-NTD) (p30); Gasdermin-D, C-terminal (GSDMD-CT) (mGSDMD-CTD) (p20)]"	Gsdmd Gsdmdc1	Mus musculus (Mouse)	487
Q9Z1S3	1	GRP1_MOUSE	reviewed	RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein)	Rasgrp1 Rasgrp	Mus musculus (Mouse)	795
Q9Z2D3	1	GSDME_MOUSE	reviewed	"Gasdermin-E (Non-syndromic hearing impairment protein 5 homolog) [Cleaved into: Gasdermin-E, N-terminal (GSDME-NT); Gasdermin-E, C-terminal (GSDME-CT)]"	Gsdme Dfna5 Dfna5h	Mus musculus (Mouse)	512
D3Z7H4	1	GSG1L_MOUSE	reviewed	Germ cell-specific gene 1-like protein (GSG1-like protein)	Gsg1l	Mus musculus (Mouse)	322
P35412	1	GPR12_MOUSE	reviewed	G-protein coupled receptor 12 (GPCR01)	Gpr12 Gpcr12	Mus musculus (Mouse)	334
Q0VDU3	1	GPR15_MOUSE	reviewed	G-protein coupled receptor 15	Gpr15	Mus musculus (Mouse)	360
Q6NS65	1	GPR17_MOUSE	reviewed	Uracil nucleotide/cysteinyl leukotriene receptor (UDP/CysLT receptor) (G-protein coupled receptor 17)	Gpr17	Mus musculus (Mouse)	339
Q8K1Z6	1	GPR18_MOUSE	reviewed	N-arachidonyl glycine receptor (NAGly receptor) (G-protein coupled receptor 18)	Gpr18	Mus musculus (Mouse)	331
Q61121	1	GPR19_MOUSE	reviewed	Probable G-protein coupled receptor 19	Gpr19	Mus musculus (Mouse)	415
Q8BYC4	1	GPR20_MOUSE	reviewed	G-protein coupled receptor 20	Gpr20	Mus musculus (Mouse)	358
O08917	1	FLOT1_MOUSE	reviewed	Flotillin-1	Flot1	Mus musculus (Mouse)	428
F8VQN3	1	GPR31_MOUSE	reviewed	"12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor (12-(S)-HETE receptor) (12-HETER) (G-protein coupled receptor 31)"	Gpr31 Gpr31b Gpr31c	Mus musculus (Mouse)	319
A0A0B4J1G0	1	FCG3A_MOUSE	reviewed	Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-2) (FcgammaRIV) (CD antigen CD16a)	Fcgr4 Fcgr3a	Mus musculus (Mouse)	249
Q9R1K6	1	GPR34_MOUSE	reviewed	Probable G-protein coupled receptor 34	Gpr34	Mus musculus (Mouse)	375
Q99P91	1	GPNMB_MOUSE	reviewed	Transmembrane glycoprotein NMB (DC-HIL) (Dendritic cell-associated transmembrane protein) (Osteoactivin)	Gpnmb Dchil Hgfin Nmb	Mus musculus (Mouse)	574
P08101	1	FCGR2_MOUSE	reviewed	Low affinity immunoglobulin gamma Fc region receptor II (Fc gamma receptor IIB) (Fc-gamma RII) (Fc-gamma-RIIB) (FcRII) (IgG Fc receptor II beta) (Lymphocyte antigen 17) (Ly-17) (CD antigen CD32)	Fcgr2 Fcgr2b Ly-17	Mus musculus (Mouse)	330
O70514	1	FGFP1_MOUSE	reviewed	Fibroblast growth factor-binding protein 1 (FGF-BP) (FGF-BP1) (FGF-binding protein 1) (FGFBP-1)	Fgfbp1	Mus musculus (Mouse)	251
P70451	1	FER_MOUSE	reviewed	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Proto-oncogene c-Fer) (p94-Fer)	Fer Fert2	Mus musculus (Mouse)	823
Q8K448	1	ABCA5_MOUSE	reviewed	Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5)	Abca5 Kiaa1888	Mus musculus (Mouse)	1642
Q2MKA5	1	ACHA5_MOUSE	reviewed	Neuronal acetylcholine receptor subunit alpha-5	Chrna5	Mus musculus (Mouse)	467
Q91V24	1	ABCA7_MOUSE	reviewed	ATP-binding cassette sub-family A member 7	Abca7	Mus musculus (Mouse)	2159
P20782	1	ACHE_MOUSE	reviewed	Acetylcholine receptor subunit epsilon	Chrne Acre	Mus musculus (Mouse)	493
O54967	1	ACK1_MOUSE	reviewed	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Non-receptor protein tyrosine kinase Ack) (Tyrosine kinase non-receptor protein 2)	Tnk2 Ack1	Mus musculus (Mouse)	1055
P56485	1	ACKR3_MOUSE	reviewed	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor RDC1 homolog) (RDC-1)	Ackr3 Cmkor1 Cxcr7 Rdc1	Mus musculus (Mouse)	362
P23979	1	5HT3A_MOUSE	reviewed	5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor)	Htr3a 5ht3 Htr3	Mus musculus (Mouse)	487
P31387	1	5HT5B_MOUSE	reviewed	5-hydroxytryptamine receptor 5B (5-HT-5B) (5-HT5B) (Serotonin receptor 5B)	Htr5b 5ht5b	Mus musculus (Mouse)	370
P30966	1	5HT5A_MOUSE	reviewed	5-hydroxytryptamine receptor 5A (5-HT-5) (5-HT-5A) (5-HT5A) (Serotonin receptor 5A)	Htr5a 5ht5a	Mus musculus (Mouse)	357
